"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F258","Tabs","Tab title derivation","As a user, I want each tab labeled meaningfully, so that I can identify open items at a glance.","getFileTabTitle maps sentinel paths to fixed labels (Graph View, Suggested Topics, Meetings, Live notes, Background tasks, Email, Workspace, Notes, Chat history, Home, Bases), .base files to their basename, and notes to the filename without .md.","apps/x/apps/renderer/src/App.tsx:1342","Tested","Pass (traced)","","",""
"F259","Tabs","Close-protection + cache cleanup for special/base tabs","As a user, I want closing a regular note to free its caches while special/base tabs are handled specially, so that memory and state stay consistent.","On close, regular .md tabs purge editor/frontmatter/initial-content caches; base tabs delete their saved base config; sentinel-path tabs are skipped from purge.","apps/x/apps/renderer/src/App.tsx:3612; apps/x/apps/renderer/src/App.tsx:3633","Tested","Pass (traced)","","",""
"F260","Tabs","Separate chat tab bar","As a user, I want chat tabs distinct from file tabs, so that I can keep multiple chat sessions open.","A second TabBar renders chatTabs with switchChatTab/closeChatTab; chat tab titles derive from the run, and chat view state is snapshotted per tab.","apps/x/apps/renderer/src/App.tsx:6473; apps/x/apps/renderer/src/App.tsx:1201","Tested","Pass (traced)","","",""
"F261","Tabs","Rename/delete propagation to tabs","As a user, I want renaming or deleting a file to update or close its tab, so that tabs never point at stale paths.","rename updates matching fileTabs paths (and migrates caches/wiki-links); remove closes the tab showing the deleted file or clears selectedPath.","apps/x/apps/renderer/src/App.tsx:5548; apps/x/apps/renderer/src/App.tsx:5602","Tested","Pass (traced)","","",""
"F262","Workspace","Workspace root grid","As a user, I want to see all my workspaces as cards, so that I can pick one to open.","At knowledge/Workspace root, WorkspaceView lists only directory children as cards (icon, name, item count), sorted dirs-first then alphabetically.","apps/x/apps/renderer/src/components/workspace-view.tsx:163; apps/x/apps/renderer/src/components/workspace-view.tsx:482","Tested","Pass (traced)","","",""
"F263","Workspace","Breadcrumb navigation","As a user, I want a breadcrumb trail inside a workspace, so that I can jump back to any ancestor folder.","Header renders a Home/Workspace root crumb plus a crumb per path segment; clicking any crumb calls onNavigate to that folder (participating in history).","apps/x/apps/renderer/src/components/workspace-view.tsx:174; apps/x/apps/renderer/src/components/workspace-view.tsx:350","Tested","Pass (traced)","","",""
"F264","Workspace","Folder drill-down and note open","As a user, I want to click a folder to enter it or a file to open it, so that I can browse and read workspace contents.","handleItemClick navigates into directories (onNavigate) and opens files (onOpenNote to navigateToFile); blocked while a rename input is active.","apps/x/apps/renderer/src/components/workspace-view.tsx:185","Tested","Pass (traced)","","",""
"F265","Workspace","Create a new workspace","As a user, I want to add a new top-level workspace by name, so that I can organize work into separate spaces.","At root, ""Add workspace"" opens a dialog validating non-empty name without ""/""; createWorkspace ensures knowledge/Workspace exists, rejects duplicates, and mkdirs the new folder.","apps/x/apps/renderer/src/components/workspace-view.tsx:323; apps/x/apps/renderer/src/App.tsx:5506","Tested","Pass (traced)","","",""
"F266","Workspace","Add files / Add folder (picker)","As a user, I want to add files or a whole folder into a workspace via a picker, so that I can import existing content.","Inside a folder an ""Add"" dropdown triggers hidden file inputs (multiple, or webkitdirectory); uploadFiles reads each as base64 and writes via workspace:writeFile, preserving folder structure for directory uploads.","apps/x/apps/renderer/src/components/workspace-view.tsx:406; apps/x/apps/renderer/src/components/workspace-view.tsx:233","Verified","Issue found","E24","E24: Apply dedup (or confirm-overwrite) on the preserve-structure path.","Verified — build green + adversarial code re-review"
"F267","Workspace","Drag-and-drop upload","As a user, I want to drag files into a workspace folder, so that I can add content quickly.","Inside a folder (not root), drag events show a ""Drop files"" overlay and drop uploads the files; stopPropagation prevents the copilot's document-level drop handler from also firing.","apps/x/apps/renderer/src/components/workspace-view.tsx:270; apps/x/apps/renderer/src/components/workspace-view.tsx:305","Verified","Issue found","E25","E25: Show a ""pick a workspace first"" hint on root drop.","Verified — build green + adversarial code re-review"
"F268","Workspace","Upload filename de-duplication","As a user, I want imported files with clashing names to be auto-renamed, so that uploads never overwrite existing files.","uniqueChildPath checks workspace:exists and appends "" (n)"" before the extension until a free path is found (unless preserving folder structure).","apps/x/apps/renderer/src/components/workspace-view.tsx:107; apps/x/apps/renderer/src/components/workspace-view.tsx:243","Tested","Pass (traced)","","",""
"F269","Workspace","Inline rename","As a user, I want to rename a file/folder in place, so that I can correct names without a dialog.","Rename swaps the card label for an autofocused input; commitRename validates (non-empty, changed, no ""/"") and calls workspace:rename, toasting success/failure; Enter commits, Escape cancels.","apps/x/apps/renderer/src/components/workspace-view.tsx:197; apps/x/apps/renderer/src/components/workspace-view.tsx:202","Verified","Issue found","E21","E21: Route Workspace rename through the App-level knowledgeActions.rename.","Verified — build green + adversarial code re-review"
"F270","Workspace","Delete to trash","As a user, I want to delete a file/folder safely, so that I can recover it if needed.","Delete calls actions.remove to workspace:remove with trash:true (default), moving the item to ~/.workspace/.trash with timestamped conflict handling, and toasts ""Moved to trash"".","apps/x/apps/renderer/src/components/workspace-view.tsx:221; apps/x/packages/core/src/workspace/workspace.ts:387","Tested","Pass (traced)","","",""
"F271","Workspace","Copy path","As a user, I want to copy an item's absolute path, so that I can reference it elsewhere.","Context-menu ""Copy Path"" prefixes the workspace root and writes to the clipboard (with a textarea fallback), toasting ""Path copied"".","apps/x/apps/renderer/src/components/workspace-view.tsx:565; apps/x/apps/renderer/src/App.tsx:5614","Tested","Pass (traced)","","",""
"F272","Workspace","Reveal in system file manager","As a user, I want to open an item in Finder/Explorer, so that I can manage it with native tools.","Header button and context menu call revealInFileManager to shell:openPath (dirs) or shell:showItemInFolder (files); the OS label is detected (Finder/Explorer/File Manager).","apps/x/apps/renderer/src/components/workspace-view.tsx:391; apps/x/apps/renderer/src/App.tsx:5625","Tested","Pass (traced)","","",""
"F273","Workspace","Context-menu New Note / New Folder","As a user, I want to create a note or folder inside a specific directory, so that I can organize content where I'm browsing.","Directory cards' context menu offers New Note (createNote with auto-incremented ""Untitled"" name) and New Folder (createFolder with ""New folder N""), expanding the parent and opening the note.","apps/x/apps/renderer/src/components/workspace-view.tsx:537; apps/x/apps/renderer/src/App.tsx:5392","Tested","Pass (traced)","","",""
"F274","Workspace","Open file in new tab (context menu)","As a user, I want to open a workspace file in a new tab from its menu, so that I keep my current view.","File cards' context menu shows ""Open in new tab"" (when onOpenInNewTab provided) calling openFileInNewTab.","apps/x/apps/renderer/src/components/workspace-view.tsx:554","Tested","Pass (traced)","","",""
"F275","Workspace","Empty states","As a user, I want guidance when a workspace area is empty, so that I know how to start.","Root empty shows ""No workspaces yet"" with an Add workspace button; an empty folder shows ""This folder is empty. Drag files in or use New note / New folder.""","apps/x/apps/renderer/src/components/workspace-view.tsx:462","Tested","Pass (traced)","","",""
"F276","Workspace","Path-safety guard for all file ops","As a user, I want all workspace file operations sandboxed to the workspace root, so that the app cannot read/write outside it.","Every workspace IPC handler resolves via resolveWorkspacePath/assertSafeRelPath, rejecting path traversal; viewers fetch bytes through the app://workspace/<rel> protocol gated by the same guard.","apps/x/apps/main/src/ipc.ts:765; apps/x/packages/core/src/workspace/workspace.ts:19","Verified","Issue found","E22","E22: Constrain resolveShellPath to the workspace root (or an explicit allowlist); do not pass through arbitrary absolute paths.","Verified — build green + adversarial code re-review"
"F277","Bases","Notes table from frontmatter","As a user, I want my notes shown as a database-like table, so that I can browse them with columns and properties.","BasesView collects all .md files from the tree, lazily loads frontmatter in batches of 30, and renders a fixed-layout table of the configured visible columns.","apps/x/apps/renderer/src/components/bases-view.tsx:175; apps/x/apps/renderer/src/components/bases-view.tsx:190","Tested","Pass (traced)","","",""
"F278","Bases","Column (properties) toggle","As a user, I want to choose which columns are visible, so that I can tailor the table to the data I care about.","The Properties popover lists built-in columns (Name/Folder/Last Modified) and all discovered frontmatter keys (title-cased) with checkmarks; selecting toggles visibleColumns.","apps/x/apps/renderer/src/components/bases-view.tsx:470; apps/x/apps/renderer/src/components/bases-view.tsx:451","Tested","Pass (traced)","","",""
"F279","Bases","Faceted filtering","As a user, I want to filter notes by folder or any frontmatter value, so that I can narrow to a subset.","The Filter popover shows categories (folder + frontmatter keys) with active counts and, per category, its unique values; toggling adds/removes ActiveFilters (OR within a category, AND across categories).","apps/x/apps/renderer/src/components/bases-view.tsx:503; apps/x/apps/renderer/src/components/bases-view.tsx:381","Tested","Pass (traced)","","",""
"F280","Bases","Active filter bar + clear","As a user, I want to see and remove applied filters, so that I can manage my current view.","When filters exist, a bar shows ""N of M notes"", each filter as a removable pill (category:value), and a ""Clear all"" action.","apps/x/apps/renderer/src/components/bases-view.tsx:629; apps/x/apps/renderer/src/components/bases-view.tsx:438","Tested","Pass (traced)","","",""
"F281","Bases","Full-text search","As a user, I want to search note contents within a base, so that I can find notes by text.","Toggling Search reveals an input (debounced 250ms) that queries search:query (knowledge type, limit 200) and intersects results with the table by path, showing a match count.","apps/x/apps/renderer/src/components/bases-view.tsx:344; apps/x/apps/renderer/src/components/bases-view.tsx:582","Tested","Pass (traced)","","",""
"F282","Bases","External search injection","As an AI copilot, I want to set a base's search query, so that navigation actions can pre-filter the table.","externalSearch prop populates the search box and opens search, then calls onExternalSearchConsumed to clear the external state.","apps/x/apps/renderer/src/components/bases-view.tsx:333; apps/x/apps/renderer/src/App.tsx:6776","Tested","Pass (traced)","","",""
"F283","Bases","Column sort","As a user, I want to sort by any column, so that I can order notes by name, folder, date, or property.","Clicking a header sorts by that field, toggling asc/desc on re-click (new fields default desc for mtime/dates, asc otherwise); date-like fields (last_update/first_met) sort numerically by parsed time.","apps/x/apps/renderer/src/components/bases-view.tsx:442; apps/x/apps/renderer/src/components/bases-view.tsx:159","Tested","Pass (traced)","","",""
"F284","Bases","Column resize","As a user, I want to drag column edges to resize, so that I can fit content.","A resize handle on each header captures mouse drag and updates columnWidths (min 60px) in the config live via onConfigChange.","apps/x/apps/renderer/src/components/bases-view.tsx:302; apps/x/apps/renderer/src/components/bases-view.tsx:671","Tested","Pass (traced)","","",""
"F285","Bases","Pagination","As a user, I want notes paginated, so that large bases stay responsive.","Results are paged at 25/row with prev/next controls, page clamping, and a ""X-Y of N"" range label; page resets when filters/search change.","apps/x/apps/renderer/src/components/bases-view.tsx:61; apps/x/apps/renderer/src/components/bases-view.tsx:703","Tested","Pass (traced)","","",""
"F286","Bases","Save / Save As named base","As a user, I want to save my configured view as a named base, so that I can reuse it later.","On the default base ""Save As"" opens a name dialog and calls onSave(name); on a named base ""Save"" calls onSave(null) to persist in place.","apps/x/apps/renderer/src/components/bases-view.tsx:276; apps/x/apps/renderer/src/components/bases-view.tsx:733","Tested","Pass (traced)","","",""
"F287","Bases","Row open + clickable cell badges","As a user, I want to open a note by clicking its row and filter by clicking a value, so that the table is interactive.","Clicking a row calls onSelectNote (navigate to file); frontmatter values render as badges that, when clicked, toggle that category/value filter (stopping row navigation).","apps/x/apps/renderer/src/components/bases-view.tsx:885; apps/x/apps/renderer/src/components/bases-view.tsx:949","Tested","Pass (traced)","","",""
"F288","Bases","Row context menu (copy/reveal/rename/delete)","As a user, I want per-row actions, so that I can manage notes without leaving the base.","Right-clicking a row offers Copy Path, Open in Finder/Explorer, inline Rename (writes via actions.rename), and Delete (actions.remove).","apps/x/apps/renderer/src/components/bases-view.tsx:921; apps/x/apps/renderer/src/components/bases-view.tsx:860","Verified","Issue found","E23","E23: Await and toast on success/failure for Bases rename and delete to match Workspace.","Verified — build green + adversarial code re-review"
"F289","Bases","Default base + per-base config persistence","As a user, I want each base to remember its configuration, so that my views are stable across sessions/tabs.","The default ""All Notes"" base uses DEFAULT_BASE_CONFIG; configs are keyed by tab path in baseConfigByPath, opened via BASES_DEFAULT_TAB_PATH or .base files, and cleared when the base tab closes.","apps/x/apps/renderer/src/components/bases-view.tsx:53; apps/x/apps/renderer/src/App.tsx:6767","Tested","Pass (traced)","","",""
"F290","File Viewer","Extension-driven viewer routing","As a user, I want the right viewer chosen automatically for each file, so that media and documents render appropriately.","getViewerType maps extensions to html/image/video/audio/pdf/docx; App's render switch selects the matching viewer and falls back to UnsupportedFileViewer for unknown non-markdown types.","apps/x/apps/renderer/src/lib/file-types.ts:44; apps/x/apps/renderer/src/App.tsx:6949","Tested","Pass (traced)","","",""
"F291","File Viewer","Image viewer","As a user, I want to preview images in-app, so that I can view them without an external app.","ImageFileViewer loads the image via app://workspace, shows a spinner until loaded, and on error shows a fallback with ""Open in system"" (shell:openPath), noting formats like HEIC may be unsupported.","apps/x/apps/renderer/src/components/image-file-viewer.tsx:10; apps/x/apps/renderer/src/components/image-file-viewer.tsx:19","Tested","Pass (traced)","","",""
"F292","File Viewer","Video viewer","As a user, I want to play videos in-app with controls, so that I can watch without leaving the app.","VideoFileViewer renders a controlled video element from app://workspace; on codec/container error shows a fallback explaining unsupported formats (WMV/AVI/some MKV) with ""Open in system"".","apps/x/apps/renderer/src/components/video-file-viewer.tsx:10; apps/x/apps/renderer/src/components/video-file-viewer.tsx:19","Tested","Pass (traced)","","",""
"F293","File Viewer","Audio viewer","As a user, I want to play audio files in-app, so that I can listen to recordings/memos.","AudioFileViewer shows the filename and a controlled audio element; on error shows a codec/container fallback with ""Open in system"".","apps/x/apps/renderer/src/components/audio-file-viewer.tsx:15; apps/x/apps/renderer/src/components/audio-file-viewer.tsx:24","Tested","Pass (traced)","","",""
"F294","File Viewer","PDF viewer","As a user, I want to read PDFs in-app, so that I can view documents inline.","PdfFileViewer renders the PDF in an iframe via app://workspace with a loading overlay; on error shows ""Cannot preview this PDF"" with ""Open in system"".","apps/x/apps/renderer/src/components/pdf-file-viewer.tsx:10; apps/x/apps/renderer/src/components/pdf-file-viewer.tsx:38","Verified","Issue found","E26","E26: Add a workspace:stat precheck mirroring HtmlFileViewer.","Verified — build green + adversarial code re-review"
"F295","File Viewer","HTML viewer (sandboxed, size-gated)","As a user, I want to preview HTML files safely, so that I can view rendered pages with their assets.","HtmlFileViewer stats the file first; renders an allow-scripts sandboxed iframe served from app://workspace (so relative assets resolve), with empty (0B), too-large (>5MB), and error states.","apps/x/apps/renderer/src/components/html-file-viewer.tsx:30; apps/x/apps/renderer/src/components/html-file-viewer.tsx:119","Tested","Pass (traced)","","",""
"F296","File Viewer","DOCX viewer/editor with autosave","As a user, I want to view and edit Word documents in-app with auto-save, so that I can make quick edits without external software.","DocxFileViewer lazy-loads the editor, loads base64 bytes, debounces saves (800ms, armed 500ms after load to skip load-time normalization), shows Saving/Saved/Save failed, flushes pending saves on unmount, and offers ""Open in system"" on load error.","apps/x/apps/renderer/src/components/docx-file-viewer.tsx:50; apps/x/apps/renderer/src/components/docx-file-viewer.tsx:97","Tested","Pass (traced)","","",""
"F297","File Viewer","Unsupported file fallback + plain-text view","As a user, I want a graceful fallback for unsupported files, so that I can still open or inspect them.","UnsupportedFileViewer stats the file, shows extension/size and ""Open in system""; if <=1MB it offers ""Show as plain text"" rendering the file content in a pre with a Hide toggle.","apps/x/apps/renderer/src/components/unsupported-file-viewer.tsx:33; apps/x/apps/renderer/src/components/unsupported-file-viewer.tsx:67","Tested","Pass (traced)","","",""
"F298","File Viewer","Persistent HTML/PDF mount cache","As a user, I want HTML/PDF viewers to keep their scroll/page/zoom when I switch files, so that I don't lose my place.","PersistentViewerCache keeps up to 3 cacheable (html/pdf) viewers mounted, toggling visibility instead of unmounting and never reordering keyed iframes (which would re-navigate and lose state).","apps/x/apps/renderer/src/components/persistent-viewer-cache.tsx:24; apps/x/apps/renderer/src/lib/file-types.ts:56","Verified","Issue found","E27","E27: Pass the set of live tab paths and prune mountedPaths to it on close/rename.","Verified — build green + adversarial code re-review"
"F299","File Viewer","Cached-viewer host hidden behind active file","As a user, I want non-HTML/PDF files to still render correctly alongside the cache, so that switching file types is seamless.","App always mounts PersistentViewerCache but display:block only when the active path is cacheable; otherwise the markdown editor or a media/unsupported viewer renders.","apps/x/apps/renderer/src/App.tsx:6798; apps/x/apps/renderer/src/App.tsx:6809","Tested","Pass (traced)","","",""
"F300","File Card","Open knowledge file from embedded cards","As a user, I want file references inside content to open the file, so that I can navigate from cards/links to the underlying note.","FileCardProvider supplies onOpenKnowledgeFile via context; useFileCard throws if used outside the provider, giving components a single hook to open a knowledge file.","apps/x/apps/renderer/src/contexts/file-card-context.tsx:15; apps/x/apps/renderer/src/contexts/file-card-context.tsx:9","Tested","Pass (traced)","","",""
"F301","Sidebar","Sidebar section context (knowledge/tasks)","As a developer, I want a shared sidebar section state, so that components can switch between knowledge and tasks sections consistently.","SidebarSectionProvider exposes activeSection (""knowledge""|""tasks"") and setActiveSection (default ""tasks""), throwing if used outside the provider.","apps/x/apps/renderer/src/contexts/sidebar-context.tsx:22; apps/x/apps/renderer/src/contexts/sidebar-context.tsx:14","Tested","Pass (traced)","","",""
"F302","Background Tasks","Task list (Tasks tab)","As a user, I want to see all my background tasks in one table, so that I can monitor and manage my persistent agents at a glance.","The Tasks tab loads every task via bg-task:list (limit 200) and renders a table of name, slug, execution target (API/Desktop), schedule, last-ran time, and live state, refetching whenever agent bus status changes.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2919; apps/x/apps/main/src/ipc.ts:1549","Tested","Pass (traced)","","",""
"F303","Background Tasks","Create task (manual form)","As a user, I want to create a task by filling in name, instructions, triggers, and execution target, so that I can precisely define a recurring agent.","The New Task dialog's manual mode validates a non-empty name + instructions and calls bg-task:create with optional triggers/model/provider/executionTarget, then opens and auto-runs the new task.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:658; apps/x/apps/main/src/ipc.ts:1514","Verified","Issue found","E33","E33: Await the first-run invoke and toast on failure, matching runNow.","Verified — build green + adversarial code re-review"
"F304","Background Tasks","Create task with Copilot (describe mode)","As a user, I want to describe a task in one sentence and let Copilot configure it, so that I can set up automations without learning the trigger fields.","Describe mode captures a free-form description (Cmd+Enter to submit) and hands it to onCreateWithCopilot, routing through the chat-submit pipeline; it seeds the manual instructions if the user switches modes.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:652; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2620","Verified","Issue found","E33","E33: Await the first-run invoke and toast on failure, matching runNow.","Verified — build green + adversarial code re-review"
"F305","Background Tasks","Cron trigger editor","As a user, I want to set a cron expression for a task, so that it fires on a fixed repeating schedule.","TriggersEditor lets the user add/edit/remove a cronExpr (default ""0 * * * *"") with a human-readable description from a phrase table for common expressions.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:435; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:64","Tested","Pass (traced)","","",""
"F306","Background Tasks","Time-window trigger editor","As a user, I want to define one or more start/end time windows, so that the task fires within chosen daily windows.","TriggersEditor manages a list of windows validated against HH:MM, with add/remove controls and red borders on invalid times.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:474; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:62","Tested","Pass (traced)","","",""
"F307","Background Tasks","Event-criteria trigger editor","As a user, I want to write a natural-language event match rule, so that the task fires when matching emails/calendar events arrive.","TriggersEditor edits an eventMatchCriteria free-text rule; the runner injects an event-decision directive so the agent only acts when the event is genuinely relevant.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:545; apps/x/packages/core/src/background-tasks/runner.ts:44","Tested","Pass (traced)","","",""
"F308","Background Tasks","Execution target (Desktop vs API worker)","As a user, I want to choose whether scheduled runs happen on my desktop or in the cloud, so that automations can run even when the app is closed.","ExecutionTargetControl toggles executionTarget between ""desktop"" (requires app open) and ""api"" (cloud-scheduled even when app closed); the local scheduler skips api-target timed triggers to avoid double-firing.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:876; apps/x/packages/core/src/background-tasks/scheduler.ts:42","Tested","Pass (traced)","","",""
"F309","Background Tasks","Pause/activate task toggle","As a user, I want to flip a task active/inactive, so that I can pause an agent without deleting it.","The list-row and sidebar switches call bg-task:patch {active}, optimistically updating the row; the scheduler skips tasks where active is false.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2965; apps/x/packages/core/src/background-tasks/scheduler.ts:32; apps/x/apps/main/src/ipc.ts:1506","Tested","Pass (traced)","","",""
"F310","Background Tasks","Run now (desktop)","As a user, I want to manually trigger a desktop task immediately, so that I can test it or get fresh output on demand.","Run now invokes bg-task:run which calls runBackgroundTask(slug,""manual""), guarded against concurrent runs per-slug, creating a run, journaling its runId, and updating index.md.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2501; apps/x/apps/main/src/ipc.ts:1475; apps/x/packages/core/src/background-tasks/runner.ts:102","Tested","Pass (traced)","","",""
"F311","Background Tasks","Run now (API worker / cloud)","As a user, I want to trigger an api-target task in the cloud, so that the heavy run happens server-side and is tracked as a cloud run.","For api tasks Run now calls bg-task:triggerCloudRun {trigger:""manual""} and then polls bg-task:getCloudRunStatus every 2s, pulling the artifact into index.md on success.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2487; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2399; apps/x/apps/main/src/ipc.ts:1556","Tested","Pass (traced)","","",""
"F312","Background Tasks","Stop a running task","As a user, I want to stop an in-flight task run, so that I can halt an agent that is taking too long or going wrong.","Stop calls bg-task:stop (runsCore.stop on the task's lastRunId) for desktop, or bg-task:cancelCloudRun for api-target runs, with per-row stopping spinners.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2507; apps/x/apps/main/src/ipc.ts:1537; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2989","Verified","Issue found","E34","E34: Capture the result and toast result.error when not success.","Verified — build green + adversarial code re-review"
"F313","Background Tasks","Edit task instructions","As a user, I want to edit a task's instructions inline, so that I can refine what the agent does each run.","InstructionsBlock provides an editable textarea (Esc cancels) and Save diffs the draft and patches only changed fields via bg-task:patch.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1007; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2441","Tested","Pass (traced)","","",""
"F314","Background Tasks","Advanced model/provider override","As a user, I want to override the LLM model and provider per task, so that a specific task can use a different model than the global default.","The Setup tab's Advanced section edits draft.model and draft.provider (placeholder ""(global default)""); runner falls back to getBackgroundTaskAgentModel when model is empty.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1166; apps/x/packages/core/src/background-tasks/runner.ts:124","Tested","Pass (traced)","","",""
"F315","Background Tasks","Delete task","As a user, I want to delete a task and its runs, so that I can remove automations I no longer need.","A confirm-gated ""Delete task"" button calls bg-task:delete which removes the task and its runs, then returns the user to the list.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2527; apps/x/apps/main/src/ipc.ts:1529","Tested","Pass (traced)","","",""
"F316","Background Tasks","View task output (index.md)","As a user, I want to read the task's produced artifact as rendered markdown or raw source, so that I can consume the agent's latest output like a note.","OutputPane reads bg-tasks/<slug>/index.md via workspace:readFile, shows a Rendered/Source toggle, and an empty-state prompt to Run now; it refreshes after each run completes.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:931; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:949","Tested","Pass (traced)","","",""
"F317","Background Tasks","Local runs history + transcript","As a user, I want to browse past desktop runs and open each run's transcript, so that I can audit what the agent did.","LocalRunsHistoryTab loads runIds via bg-task:listRunIds then fetches each Run via runs:fetch, summarizing status/trigger/summary/error; selecting a row opens RunTranscriptView with the full conversation.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1273; apps/x/apps/main/src/ipc.ts:1552","Tested","Pass (traced)","","",""
"F318","Background Tasks","Live agent run status","As a user, I want a live running/done/error indicator on tasks, so that I can see in real time when an agent is working.","useBackgroundTaskAgentStatus subscribes to bg-task-agent:events (start/complete) bus pushes into a shared store keyed by slug, auto-clearing 5s after completion; the runner publishes those events.","apps/x/apps/renderer/src/hooks/use-bg-task-agent-status.ts:29; apps/x/packages/core/src/background-tasks/runner.ts:156","Verified","Issue found","E30","E30: Capture the completing runId and only delete if the stored entry still has that runId.","Verified — build green + adversarial code re-review"
"F319","Background Tasks","Cloud runs history (per task)","As a user, I want to see a task's API-worker runs, so that I can track its cloud executions.","CloudRunsHistoryTab loads bg-task:listCloudRuns (executor api, limit 100), shows status dots/progress, and auto-refreshes every 3s while any run is non-terminal.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1509; apps/x/apps/main/src/ipc.ts:1572","Tested","Pass (traced)","","",""
"F320","Background Tasks","Cloud run transcript (status + mirrored events)","As a user, I want to inspect a single cloud run's status, error, progress, and mirrored event stream, so that I can debug a cloud execution.","CloudRunTranscriptView polls bg-task:getCloudRunStatus + bg-task:listCloudRunEvents every 2s until terminal, rendering error code/details, progress, Temporal workflow ids, triggered-by, and the seq'd event log.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1635; apps/x/apps/main/src/ipc.ts:1564","Tested","Pass (traced)","","",""
"F321","Background Tasks","Cancel cloud run","As a user, I want to stop an in-flight cloud run, so that I can abort a server-side execution.","The transcript's Stop button calls bg-task:cancelCloudRun and updates the displayed status from the returned run.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1705; apps/x/apps/main/src/ipc.ts:1605","Tested","Pass (traced)","","",""
"F322","Background Tasks","Retry failed/stopped cloud run","As a user, I want to retry a failed or stopped cloud run, so that I can re-execute it as a linked retry with bumped attempt.","For terminal failed/stopped runs a Retry button calls bg-task:retryCloudRun (linked retry lineage) and navigates to the new run.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1723; apps/x/apps/main/src/ipc.ts:1613","Tested","Pass (traced)","","",""
"F323","Background Tasks","Rerun cloud run","As a user, I want to rerun any finished cloud run as a fresh manual run, so that I can repeat even a successful run without retry lineage.","Rerun (offered for any terminal run) calls bg-task:rerunCloudRun, starting a fresh manual run reusing the original context, then navigates to it.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1745; apps/x/apps/main/src/ipc.ts:1662","Tested","Pass (traced)","","",""
"F324","Background Tasks","Pause/resume in-flight cloud run","As a user, I want to pause and resume a running cloud run, so that I can hold and continue a long server-side execution.","For active runs Pause/Resume buttons call bg-task:signalCloudRun {signal:""pause""|""resume""} and reflect the returned status.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1763; apps/x/apps/main/src/ipc.ts:1621","Verified","Issue found","E35","E35: Track paused state from status and show only the applicable button.","Verified — build green + adversarial code re-review"
"F325","Background Tasks","Cloud schedule state chip","As a user, I want to see when a cloud task next fires and whether its schedule is healthy, so that I can trust the cloud scheduling.","useCloudScheduleState polls bg-task:getCloudScheduleState every 60s and CloudScheduleStatus renders ownership, mechanism (Temporal cron / Cloud loop), next due time, last-eval, and a health dot.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:191; apps/x/apps/main/src/ipc.ts:1686","Tested","Pass (traced)","","",""
"F326","Background Tasks","Artifact sync state + Pull","As a user, I want to see whether my local index.md is in sync with the cloud artifact and pull the latest, so that my desktop reflects cloud-produced output.","bg-task:getArtifactSyncState drives a sync chip (current/remote_newer/syncing/pull_failed/not_pulled); a Pull button calls bg-task:pullCloudArtifact (syncArtifactFromCloud) and refreshes the output.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2363; apps/x/apps/main/src/ipc.ts:1670","Verified","Issue found","E39","E39: Gate the auto-pull on getArtifactSyncState, mirroring checkOfflineReturn.","Verified — build green + adversarial code re-review"
"F327","Background Tasks","Global cloud runs view with filters","As a user, I want to browse every cloud run across all tasks and filter by status/trigger/time/task, so that I can monitor my whole cloud fleet.","The Cloud runs list mode renders GlobalCloudRunsView using bg-task:listAllCloudRuns with status/trigger/since/slug filters, manual Refresh, and 3s auto-refresh while runs are in flight; rows open the run or the owning task.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2697; apps/x/apps/main/src/ipc.ts:1637","Tested","Pass (traced)","","",""
